Nilai Sentimen Saham,Nilai Sentimen Berita
-1.2991452991453014,-0.25
1.4076827757124843,0.038888888888888806
-4.70559610705596,0.038888888888888806
0.5721040189125293,0.038888888888888806
-2.2773722627737256,0.2888888888888888
-1.0,0.2888888888888888
-0.8088560885608747,-0.2
-1.7500000000000038,-0.2
-2.0,-0.2
7.963636363636228,0.2222222222222222
-2.0,0.2222222222222222
-2.6691358024691225,0.4222222222222222
-4.037174721189631,0.4222222222222222
-2.0,0.9222222222222223
-2.4150943396226414,0.5
-2.0,0.5
-4.007434944237891,0.9
1.9851851851851783,1.5
-2.66666666666668,1.0
-0.029739776951724917,1.0
-2.656790123456783,0.6
22.000000000000597,0.0
0.8825622775800577,0.0
-2.0,0.0
7.676258992806073,0.4
-0.09187279151939531,0.4
-2.158983451536641,0.4
-2.6666666666666874,0.4
-2.0,0.4
-0.8128113879003547,0.0
-9.971830985915425,0.0
7.791666666666833,0.0
-0.014134275618415959,0.0
-5.971830985915544,0.0
-1.3449883449883406,0.0852272727272726
-3.4843205574912948,0.5185606060606058
2.8676056338028095,0.5185606060606058
25.05147058823513,0.951893939393939
0.9894736842105396,1.385227272727272
21.833333333333048,1.2999999999999996
2.464444444444431,0.8666666666666664
-2.323094425483508,0.4333333333333332
-2.4255541069100364,0.0
-1.3493150684931712,0.0
-1.6723549488054563,0.8666666666666666
-3.4527845036319587,0.8666666666666666
0.9299999999999589,0.8666666666666666
-4.596259625962597,0.8666666666666666
-0.09771986970678559,0.8666666666666666
-2.0,0.2
1.4480519480519618,0.2
-1.3690851735015817,0.4
-2.9528301886792496,0.4
3.8291139240506613,1.0
-2.0,0.8
-3.2995780590717274,0.8
12.316129032258084,0.6
2.01261829652998,0.6
2.7113951011714246,0.23
-0.00625000000000564,0.23
-0.006309148264983966,0.5633333333333332
-0.5760220486908467,0.2083333333333332
1.5110759493670805,0.2083333333333332
-3.4470642625982486,0.7416666666666665
-6.912280701754372,0.15833333333333321
-2.0,0.2833333333333332
0.7999999999999892,0.2833333333333332
-3.7035040431266837,0.8833333333333332
-1.6185185185185176,0.35
0.957983193277308,0.8
-2.0,0.8
-1.1897524967433757,0.8833333333333333
-4.8734939759036155,0.6404761904761902
2.012383900928749,1.6404761904761902
-1.6340979892381755,1.4404761904761902
-4.481733746130038,1.4404761904761902
-2.0,1.357142857142857
-4.466734211415064,1.0
2.7500000000000133,0.0
-1.0417910447761454,0.0
-3.9226190476190537,0.0
-2.0,0.0
-0.3586474501108716,0.4
-1.1928783382789312,0.4
-20.000000000000522,0.30000000000000004
-4.0613496932515165,0.30000000000000004
-6.969879518072245,0.30000000000000004
-2.216287504121332,-0.1
-3.00297619047619,0.4
-2.220903395977579,0.5
-2.642998027613419,0.7
-1.6047619047619053,1.2999999999999998
0.0,0.8
44.00000000000015,0.8
28.038997214484763,0.6
-1.098666666666658,0.6111111111111109
8.780748663101686,-0.3222222222222222
-9.094736842105306,-0.3222222222222222
-2.456521739130435,-0.007936507936507964
-3.0684523809523823,-0.007936507936507964
30.52032520325156,0.9666666666666666
-0.9405099150141636,0.9
-4.668539325842684,1.2
6.387464387464391,0.7999999999999999
-2.5121951219512195,1.2
-3.1181818181818146,0.9722222222222223
6.355029585798768,0.6722222222222223
-0.7794285714285707,1.0722222222222222
-2.3518356095727344,0.5472222222222223
0.8034188034187908,0.7416666666666666
0.09745762711864403,0.5166666666666668
-2.93112947658402,0.5166666666666668
-9.189542483660112,0.6416666666666668
-2.0,0.20833333333333337
-2.6358695652173836,1.4333333333333331
-4.786557674841058,1.883333333333333
-3.367231638418071,2.183333333333333
-2.3626206196038644,1.9249999999999998
-2.0,1.275
-10.269662921348466,1.5083333333333333
0.03888888888888964,1.133333333333333
-9.651296829971248,1.0333333333333332
0.15662650602406414,1.7038888888888886
-2.0,1.153888888888889
-2.0,0.8225757575757576
-1.8326748779920998,0.19757575757575763
-1.5793939393939416,-0.002424242424242551
0.03058103975537607,-0.5979797979797981
24.40000000000082,-0.397979797979798
-2.0,0.09333333333333338
-2.0,1.1333333333333333
-2.0,1.3083333333333333
2.012269938650295,1.3833333333333333
-1.8447204968944126,1.4833333333333334
-1.6511867905056778,1.2608982683982681
