Nilai Sentimen Saham,Nilai Sentimen Berita
-1.2220806794055181,0.4756493506493504
-1.160978556327383,0.4756493506493504
-3.822882999353583,0.2613636363636362
-3.1355799373040796,0.2613636363636362
4.025531914893589,0.2613636363636362
-11.077087794432567,0.0
7.639010189228408,0.0
-3.512711864406783,0.0
-1.6784476784476883,0.0
-7.2005532503458,0.0
-7.294784580498851,0.0
-2.9528432732316237,0.0
-2.516694033935411,0.2
-6.762376237623894,0.2
-3.558706467661695,0.2
-2.237096774193551,0.2
2.178498985801225,0.2
-5.397489539748921,0.0
-12.896265560165928,-0.2019230769230768
-5.123543123543113,-0.2019230769230768
-11.821782178217749,-0.2019230769230768
-1.0519230769230816,-0.2019230769230768
-8.761951219512273,-0.2019230769230768
-1.851096694470186,0.0
-0.3136272545090031,0.0
-1.6683087027914547,0.0
-3.3594771241830066,0.0
-5.774690324740537,0.0
-24.949308755760093,0.0
0.7691453940066535,0.0
-7.6129032258063525,0.0
-2.9532710280373755,0.0
-2.52752880921895,0.0
-1.5866666666666682,0.0
-0.7827751196172306,0.0
-4.729559748427662,0.0
-2.0,0.0
-0.02777777777778212,0.0
3.9154929577464923,0.0
3.3079365079365335,0.0
-2.0,-0.1
-2.0,-0.1
0.0,-0.1
-4.0,-0.1
-1.513888888888888,-0.1
-2.0,0.0
-2.0,0.0
-0.6666666666666561,0.0
-3.9906542056074716,0.0
-0.9763033175355629,0.0
4.169811320754753,0.0
-2.0,0.0
-3.0536585365853623,0.0
-1.3074433656957907,0.0
-4.058536585365882,0.0
-1.6535947712418313,0.0
0.02955665024630383,0.0
12.207920792079207,0.0
-13.827751196172224,0.0
-0.09302325581396098,0.0
-28.691588785046783,0.0
-2.0,0.0
1.0375939849623999,0.0
-2.2902777777777774,0.0
-14.594142259414225,0.0
-0.7572590011614349,0.0
-2.0,0.0
-0.3671874999999982,0.0
-16.382022471910197,0.0
-3.2415584415584457,0.0
0.3688888888888777,0.5333333333333332
-2.0,0.6833333333333332
-1.3557722554262353,0.7856060606060604
-0.8609215017064853,0.7856060606060604
-0.5234899328859086,0.2522727272727272
-2.4238618524332822,0.11708754208754199
-4.593356242840789,-0.4851851851851852
-2.510600706713785,-0.4851851851851852
-2.831205673758865,-0.4851851851851852
1.1928571428571528,-0.4185185185185186
-0.569343065693434,-0.4333333333333334
-4.407169117647065,0.0666666666666666
0.01423487544481894,0.0666666666666666
0.014285714285704021,0.2666666666666666
-3.3429256594724115,0.2
-2.0,0.2
-1.7856579984239596,0.2
1.971731448763292,0.2
2.982206405693983,0.0
-4.014492753623195,0.8666666666666666
-2.0,0.8666666666666666
8.254545454545541,0.8666666666666666
1.0321428571428246,0.8666666666666666
-3.6231046931407875,0.8666666666666666
-4.94661921708185,0.0
-6.422764227642296,0.0
-0.8214285714285687,-0.1333333333333332
-4.638398115429945,-0.1333333333333332
-7.790940766550528,-0.1333333333333332
-0.9781818181818083,-0.1333333333333332
-0.23021582733813295,-0.1333333333333332
-6.11764705882355,0.0
1.7236842105263008,-0.25
