tanggal,sentimenweekly
2022-05-17,-1.5590909090909073
2022-05-18,3.1775147928993843
2022-05-19,-0.3897142857142854
2022-05-20,-1.1759178047863672
2022-05-23,0.4017094017093955
2022-05-24,0.04872881355932209
2022-05-25,-1.46556473829201
2022-05-27,-4.594771241830056
2022-05-30,-1.0
2022-05-31,-1.3179347826086918
2022-06-02,-2.3932788374205294
2022-06-03,-1.6836158192090356
2022-06-06,-1.1813103098019322
2022-06-07,-1.0
2022-06-08,-5.134831460674233
2022-06-09,0.01944444444444488
2022-06-10,-4.825648414985625
2022-06-13,0.07831325301203215
2022-06-14,-1.0
2022-06-15,-1.0
2022-06-16,-0.9163374389960499
2022-06-17,-0.7896969696969708
2022-06-20,0.015290519877688128
2022-06-21,12.20000000000041
2022-06-22,-1.0
2022-06-23,-1.0
2022-06-24,-1.0
2022-06-27,1.0061349693251478
2022-06-28,-0.9223602484472063
2022-06-29,-0.8255933952528389
2022-06-30,-1.0
2022-07-01,-1.0
2022-07-04,1.076433121019101
2022-07-05,3.209150326797438
2022-07-06,1.083870967741954
2022-07-07,-0.700280112044819
2022-07-08,-1.0
